claim_id,policy_id,insured_id,vehicle_id,driver_id,provider_id,line_of_business,coverage,claim_type,channel,city,branch,vehicle_year,vehicle_age,claim_amount,estimated_damage_amount,paid_amount,claim_status,sum_insured,deductible,incidents_last_12_months,incidents_last_18_months,vehicle_incidents_last_18_months,driver_incidents_last_18_months,prior_rc_claims,days_since_policy_start,days_until_policy_end,days_between_occurrence_report,occurred_at,submitted_at,is_night_claim,documents_complete,missing_critical_document,documents_inconsistent,beneficiary_type,provider_observed_cases,provider_watchlist,accident_dynamics,unidentified_third_party,narrative_similarity_max,narrative_group,customer_segment,customer_tenure_months,customer_policies_count,customer_delinquent,customer_score_simulated,report_narrative,fraud_label,fraud_probability,ml_risk_score,model_version
CLM-00576,POL-19775,CUST-1275,VEH-3075,DRV-1625,PROV-105,vehicles,Vidrios,glass,app,Cuenca,Norte,2025,1,18949,18980,0,Reserva,63920,367,1,1,0,1,0,664,529,1,2026-04-10T19:23:49.287467+00:00,2026-04-11T19:23:49.287467+00:00,0,1,0,0,Taller,2,0,posterior,0,0.24,NARR-675,Pyme,30,4,0,633,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.7596,76,sklearn-random-forest-v1
CLM-00577,POL-19792,CUST-402,VEH-700,DRV-301,PROV-20,vehicles,Choque,collision,web,Cuenca,Norte,2010,16,9809,4598,0,Reserva,17726,270,5,5,4,4,1,6,550,6,2026-02-03T19:23:49.287467+00:00,2026-02-09T19:23:49.287467+00:00,1,1,0,1,Taller,5,0,multiple,0,0.89,NARR-0,Preferente,15,1,0,570,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9209,92,sklearn-random-forest-v1
CLM-00578,POL-19809,CUST-403,VEH-701,DRV-302,PROV-21,vehicles,Responsabilidad Civil,collision,web,Quito,Norte,2007,19,12868,6547,0,Reserva,21783,837,5,5,1,2,4,25,49,7,2025-12-01T19:23:49.287467+00:00,2025-12-08T19:23:49.287467+00:00,1,0,1,0,Clinica,7,0,multiple,1,0.96,NARR-1,Retail,3,2,0,520,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9911,99,sklearn-random-forest-v1
CLM-00579,POL-19826,CUST-1314,VEH-3162,DRV-1694,PROV-138,vehicles,Vidrios,glass,broker,Quito,Costa,2006,20,12094,15898,7840,Liquidado,32565,832,2,2,0,1,0,48,208,3,2026-03-06T19:23:49.287467+00:00,2026-03-09T19:23:49.287467+00:00,0,1,0,0,Perito,1,0,normal,0,0.33,NARR-678,Pyme,24,3,0,749,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0259,3,sklearn-random-forest-v1
CLM-00580,POL-19843,CUST-1327,VEH-3191,DRV-1717,PROV-149,vehicles,Incendio,fire,web,Guayaquil,Costa,2014,12,2638,2359,1775,Liquidado,6316,411,0,2,1,0,0,817,183,2,2026-01-09T19:23:49.287467+00:00,2026-01-11T19:23:49.287467+00:00,0,1,0,0,Asegurado,2,0,multiple,0,0.24,NARR-679,Retail,29,3,0,835,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0209,2,sklearn-random-forest-v1
CLM-00581,POL-19860,CUST-1340,VEH-2020,DRV-1740,PROV-160,vehicles,Responsabilidad Civil,collision,web,Guayaquil,Norte,2013,13,5763,7645,3680,Pago Parcial,12823,913,1,1,1,0,1,93,518,3,2026-01-20T19:23:49.287467+00:00,2026-01-23T19:23:49.287467+00:00,0,1,0,0,Taller,1,0,normal,0,0.22,NARR-680,Retail,85,3,0,691,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0233,2,sklearn-random-forest-v1
CLM-00582,POL-19877,CUST-1353,VEH-2049,DRV-1763,PROV-171,vehicles,Incendio,fire,web,Manta,Austro,2007,19,14523,18867,12060,Pago Parcial,40113,973,2,2,1,1,0,583,401,1,2026-03-31T19:23:49.287467+00:00,2026-04-01T19:23:49.287467+00:00,0,1,0,0,Clinica,1,0,volcadura,0,0.57,NARR-681,Retail,33,1,0,687,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.039,4,sklearn-random-forest-v1
CLM-00583,POL-19894,CUST-1366,VEH-2078,DRV-1786,PROV-102,vehicles,Responsabilidad Civil,collision,web,Loja,Norte,2015,11,16790,17709,11727,Liquidado,51376,791,0,2,1,1,0,72,147,1,2026-03-18T19:23:49.287467+00:00,2026-03-19T19:23:49.287467+00:00,0,1,0,0,Perito,2,0,normal,0,0.61,NARR-682,Preferente,25,1,0,628,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0052,1,sklearn-random-forest-v1
CLM-00584,POL-19911,CUST-1379,VEH-2107,DRV-1809,PROV-113,vehicles,Otros danos,other,web,Ambato,Sierra Centro,2017,9,16259,12291,11345,Pago Parcial,38706,956,2,2,1,0,0,653,116,3,2026-01-17T19:23:49.287467+00:00,2026-01-20T19:23:49.287467+00:00,1,1,0,0,Perito,2,0,volcadura,0,0.58,NARR-683,Retail,85,1,0,834,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0182,2,sklearn-random-forest-v1
CLM-00585,POL-19928,CUST-1392,VEH-2136,DRV-1832,PROV-124,vehicles,Dano propio,collision,app,Manta,Austro,2015,11,11410,10977,6955,Reserva,32186,1027,0,1,1,1,0,628,243,2,2026-04-03T19:23:49.287467+00:00,2026-04-05T19:23:49.287467+00:00,0,1,0,0,Taller,0,0,posterior,0,0.08,NARR-684,Retail,49,4,0,622,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0547,5,sklearn-random-forest-v1
CLM-00586,POL-19945,CUST-404,VEH-700,DRV-300,PROV-23,vehicles,Dano propio,collision,broker,Loja,Norte,2010,16,40746,19860,0,Reserva,81891,663,4,5,2,3,0,6,127,6,2025-12-12T19:23:49.287467+00:00,2025-12-18T19:23:49.287467+00:00,0,0,1,0,Clinica,5,1,multiple,0,0.91,NARR-3,Preferente,16,1,1,432,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9459,95,sklearn-random-forest-v1
CLM-00587,POL-19962,CUST-405,VEH-701,DRV-301,PROV-24,vehicles,Dano propio,collision,callcenter,Quito,Costa,2005,21,22535,9551,0,Reserva,57277,494,4,4,4,1,0,3,576,7,2026-03-03T19:23:49.287467+00:00,2026-03-10T19:23:49.287467+00:00,1,1,0,0,Asegurado,6,0,multiple,1,0.76,NARR-4,Retail,1,2,0,467,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9747,97,sklearn-random-forest-v1
CLM-00588,POL-19979,CUST-1431,VEH-2223,DRV-1001,PROV-157,vehicles,Dano propio,collision,app,Cuenca,Norte,2019,7,2208,2017,1244,Reserva,5812,587,1,1,1,0,1,256,512,1,2026-03-29T19:23:49.287467+00:00,2026-03-30T19:23:49.287467+00:00,0,1,0,0,Asegurado,0,0,multiple,0,0.44,NARR-687,Pyme,81,5,0,655,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0728,7,sklearn-random-forest-v1
CLM-00589,POL-19996,CUST-400,VEH-703,DRV-303,PROV-20,vehicles,Atencion medica,injury,web,Manta,Costa,2001,25,33427,13935,0,Reserva,66608,945,4,4,4,3,1,34,690,4,2026-02-20T19:23:49.287467+00:00,2026-02-24T19:23:49.287467+00:00,1,1,0,1,Taller,5,0,normal,0,0.74,NARR-0,Preferente,6,2,0,470,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9905,99,sklearn-random-forest-v1
CLM-00590,POL-20013,CUST-1457,VEH-2281,DRV-1047,PROV-179,vehicles,Dano propio,collision,broker,Loja,Costa,2024,2,8002,6866,5199,Pago Parcial,15925,804,0,1,0,0,0,733,381,0,2026-04-05T19:23:49.287467+00:00,2026-04-05T19:23:49.287467+00:00,0,1,0,0,Asegurado,1,0,frontal,0,0.61,NARR-689,Preferente,89,2,0,681,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0103,1,sklearn-random-forest-v1
CLM-00591,POL-20030,CUST-1470,VEH-2310,DRV-1070,PROV-110,vehicles,Vidrios,glass,web,Loja,Austro,2006,20,20509,15855,11800,Liquidado,46175,513,1,1,1,1,0,469,245,1,2026-01-28T19:23:49.287467+00:00,2026-01-29T19:23:49.287467+00:00,1,1,0,0,Perito,2,0,normal,0,0.24,NARR-690,Preferente,71,4,0,693,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0428,4,sklearn-random-forest-v1
CLM-00592,POL-20047,CUST-1483,VEH-2339,DRV-1093,PROV-121,vehicles,Incendio,fire,web,Manta,Norte,2024,2,13642,11164,7606,Reserva,26703,290,0,2,0,1,0,60,129,2,2026-03-09T19:23:49.287467+00:00,2026-03-11T19:23:49.287467+00:00,1,1,0,0,Taller,2,0,volcadura,0,0.45,NARR-691,Retail,41,1,0,678,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0907,9,sklearn-random-forest-v1
CLM-00593,POL-20064,CUST-1496,VEH-2368,DRV-1116,PROV-132,vehicles,Otros danos,other,web,Quito,Costa,2021,5,17264,13954,0,Reserva,17436,983,0,2,1,1,1,244,7,2,2025-12-28T19:23:49.287467+00:00,2025-12-30T19:23:49.287467+00:00,1,1,0,1,Taller,2,1,illogical,0,0.54,NARR-692,Retail,50,5,0,656,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.8979,90,sklearn-random-forest-v1
CLM-00594,POL-20081,CUST-1509,VEH-2397,DRV-1139,PROV-143,vehicles,Incendio,fire,broker,Ambato,Norte,2022,4,17852,20749,11700,Liquidado,46942,545,0,0,1,0,1,67,160,1,2026-05-05T19:23:49.287467+00:00,2026-05-06T19:23:49.287467+00:00,1,1,0,0,Perito,2,0,frontal,0,0.26,NARR-693,Retail,39,4,0,752,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0296,3,sklearn-random-forest-v1
CLM-00595,POL-20098,CUST-406,VEH-700,DRV-304,PROV-20,vehicles,Dano propio,collision,web,Guayaquil,Norte,2004,22,32795,16112,0,Reserva,86690,526,3,5,2,4,0,17,139,11,2026-05-11T19:23:49.287467+00:00,2026-05-22T19:23:49.287467+00:00,1,1,0,0,Clinica,3,1,multiple,0,0.79,NARR-0,Pyme,14,1,0,554,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9897,99,sklearn-random-forest-v1
CLM-00596,POL-20115,CUST-1535,VEH-2455,DRV-1185,PROV-165,vehicles,Otros danos,other,app,Cuenca,Austro,2010,16,17377,20868,10753,Liquidado,39030,518,2,2,1,1,1,94,570,3,2025-12-08T19:23:49.287467+00:00,2025-12-11T19:23:49.287467+00:00,0,1,0,0,Perito,2,0,frontal,0,0.22,NARR-695,Pyme,72,2,0,644,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.03,3,sklearn-random-forest-v1
CLM-00597,POL-20132,CUST-1548,VEH-2484,DRV-1208,PROV-176,vehicles,Otros danos,other,web,Ambato,Austro,2016,10,19439,18670,15346,Liquidado,43939,343,0,1,0,0,1,58,406,1,2026-01-16T19:23:49.287467+00:00,2026-01-17T19:23:49.287467+00:00,0,1,0,0,Perito,1,0,volcadura,0,0.19,NARR-696,Preferente,74,3,0,712,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0138,1,sklearn-random-forest-v1
CLM-00598,POL-20149,CUST-1561,VEH-2513,DRV-1231,PROV-107,vehicles,Otros danos,other,broker,Guayaquil,Sierra Centro,2020,6,16663,18727,9386,Reserva,34192,506,0,1,0,1,0,538,448,0,2026-04-04T19:23:49.287467+00:00,2026-04-04T19:23:49.287467+00:00,0,1,0,0,Taller,0,0,posterior,0,0.06,NARR-697,Preferente,32,3,0,818,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0482,5,sklearn-random-forest-v1
CLM-00599,POL-20166,CUST-403,VEH-704,DRV-303,PROV-24,vehicles,Responsabilidad Civil,collision,web,Manta,Costa,2003,23,9923,4881,0,Reserva,36382,730,5,5,4,3,4,18,467,10,2026-05-21T19:23:49.287467+00:00,2026-05-31T19:23:49.287467+00:00,0,0,1,1,Taller,9,1,frontal,1,0.8,NARR-4,Preferente,9,1,0,583,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9818,98,sklearn-random-forest-v1
CLM-00600,POL-20183,CUST-1587,VEH-2571,DRV-1277,PROV-129,vehicles,Otros danos,other,web,Quito,Costa,2014,12,14670,15000,8281,Liquidado,45462,1031,1,1,0,0,0,420,657,0,2026-03-05T19:23:49.287467+00:00,2026-03-05T19:23:49.287467+00:00,0,1,0,0,Perito,1,0,normal,0,0.17,NARR-699,Pyme,54,2,0,791,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0034,0,sklearn-random-forest-v1
CLM-00601,POL-20200,CUST-1600,VEH-2600,DRV-1300,PROV-140,vehicles,Responsabilidad Civil,collision,app,Cuenca,Austro,2014,12,7864,9300,4724,Reserva,12443,520,2,2,1,1,0,196,71,1,2026-02-07T19:23:49.287467+00:00,2026-02-08T19:23:49.287467+00:00,0,1,0,0,Perito,2,0,multiple,0,0.25,NARR-700,Pyme,44,3,0,758,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0753,8,sklearn-random-forest-v1
CLM-00602,POL-20217,CUST-1613,VEH-2629,DRV-1323,PROV-151,vehicles,Incendio,fire,app,Cuenca,Norte,2023,3,16954,15327,12831,Pago Parcial,58889,509,0,0,0,0,1,374,87,2,2026-03-07T19:23:49.287467+00:00,2026-03-09T19:23:49.287467+00:00,0,1,0,0,Perito,2,0,normal,0,0.45,NARR-701,Preferente,33,2,0,664,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0115,1,sklearn-random-forest-v1
CLM-00603,POL-20234,CUST-400,VEH-708,DRV-302,PROV-22,vehicles,Robo total,theft,callcenter,Ambato,Norte,2004,22,34836,14899,0,Reserva,68066,500,2,6,1,1,0,39,244,5,2026-04-16T19:23:49.287467+00:00,2026-04-21T19:23:49.287467+00:00,1,1,0,0,Taller,5,0,normal,0,0.85,NARR-2,Retail,2,1,1,478,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9909,99,sklearn-random-forest-v1
CLM-00604,POL-20251,CUST-401,VEH-700,DRV-303,PROV-23,vehicles,Atencion medica,injury,broker,Manta,Austro,2003,23,36350,17444,0,Reserva,87887,415,5,6,3,2,0,10,642,3,2026-05-13T19:23:49.287467+00:00,2026-05-16T19:23:49.287467+00:00,0,1,0,1,Asegurado,6,0,normal,0,0.73,NARR-3,Preferente,1,1,0,485,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.977,98,sklearn-random-forest-v1
CLM-00605,POL-20268,CUST-1652,VEH-2716,DRV-1392,PROV-104,vehicles,Dano propio,collision,web,Quito,Austro,2025,1,13527,17941,11245,Liquidado,44587,256,0,0,1,0,1,334,607,2,2026-02-26T19:23:49.287467+00:00,2026-02-28T19:23:49.287467+00:00,0,1,0,0,Clinica,1,0,multiple,0,0.38,NARR-704,Pyme,22,4,0,676,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0265,3,sklearn-random-forest-v1
CLM-00606,POL-20285,CUST-1665,VEH-2745,DRV-1415,PROV-115,vehicles,Otros danos,other,web,Manta,Norte,2014,12,6749,8158,4903,Reserva,14052,394,2,2,1,1,1,520,582,1,2026-01-01T19:23:49.287467+00:00,2026-01-02T19:23:49.287467+00:00,0,1,0,0,Taller,1,0,normal,0,0.48,NARR-705,Retail,25,1,0,787,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0591,6,sklearn-random-forest-v1
CLM-00607,POL-20302,CUST-1678,VEH-2774,DRV-1438,PROV-126,vehicles,Vidrios,glass,broker,Cuenca,Costa,2024,2,8842,9654,7156,Pago Parcial,13642,349,0,1,0,0,0,744,308,1,2025-12-30T19:23:49.287467+00:00,2025-12-31T19:23:49.287467+00:00,1,1,0,0,Perito,2,0,multiple,0,0.62,NARR-706,Preferente,71,4,0,666,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.021,2,sklearn-random-forest-v1
CLM-00608,POL-20319,CUST-1691,VEH-2803,DRV-1461,PROV-137,vehicles,Otros danos,other,broker,Loja,Sierra Centro,2025,1,8390,10211,7424,Reserva,21126,873,1,1,0,0,1,663,74,1,2025-12-06T19:23:49.287467+00:00,2025-12-07T19:23:49.287467+00:00,1,1,0,0,Clinica,1,0,volcadura,0,0.32,NARR-707,Preferente,43,2,0,642,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0922,9,sklearn-random-forest-v1
CLM-00609,POL-20336,CUST-1704,VEH-2832,DRV-1484,PROV-148,vehicles,Choque,collision,web,Manta,Norte,2008,18,11952,9502,8534,Pago Parcial,22047,861,0,1,0,1,1,256,372,0,2026-03-13T19:23:49.287467+00:00,2026-03-13T19:23:49.287467+00:00,0,1,0,0,Perito,0,0,normal,0,0.61,NARR-708,Pyme,63,3,0,737,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0277,3,sklearn-random-forest-v1
CLM-00610,POL-20353,CUST-1717,VEH-2861,DRV-1507,PROV-159,vehicles,Vidrios,glass,web,Guayaquil,Costa,2014,12,12287,10061,9915,Pago Parcial,27558,490,0,0,1,1,0,693,616,3,2025-12-03T19:23:49.287467+00:00,2025-12-06T19:23:49.287467+00:00,0,1,0,0,Taller,2,0,volcadura,0,0.63,NARR-709,Pyme,60,1,0,648,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.03,3,sklearn-random-forest-v1
CLM-00611,POL-20370,CUST-1730,VEH-2890,DRV-1530,PROV-170,vehicles,Choque,collision,broker,Ambato,Costa,2021,5,8274,6451,6173,Pago Parcial,22894,597,0,1,1,1,1,506,650,2,2026-04-08T19:23:49.287467+00:00,2026-04-10T19:23:49.287467+00:00,0,1,0,0,Asegurado,0,0,normal,0,0.28,NARR-710,Retail,22,4,0,776,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0275,3,sklearn-random-forest-v1
CLM-00612,POL-20387,CUST-1743,VEH-2919,DRV-1553,PROV-101,vehicles,Otros danos,other,broker,Guayaquil,Costa,2013,13,22155,17141,13108,Pago Parcial,45476,943,0,2,0,1,0,505,386,3,2026-04-25T19:23:49.287467+00:00,2026-04-28T19:23:49.287467+00:00,0,1,0,0,Taller,0,0,multiple,0,0.31,NARR-711,Preferente,72,5,0,683,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0098,1,sklearn-random-forest-v1
CLM-00613,POL-20404,CUST-403,VEH-700,DRV-302,PROV-20,vehicles,Responsabilidad Civil,collision,web,Quito,Costa,2010,16,39499,17192,0,Reserva,114402,294,5,5,2,2,3,3,589,3,2026-05-16T19:23:49.288466+00:00,2026-05-19T19:23:49.288466+00:00,1,0,1,1,Perito,8,1,volcadura,1,0.94,NARR-0,Retail,3,2,1,441,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9573,96,sklearn-random-forest-v1
CLM-00614,POL-20421,CUST-1769,VEH-2977,DRV-1599,PROV-123,vehicles,Vidrios,glass,broker,Quito,Costa,2014,12,23720,20890,16415,Reserva,88517,964,2,2,0,1,1,800,95,2,2026-02-09T19:23:49.288466+00:00,2026-02-11T19:23:49.288466+00:00,1,1,0,0,Perito,0,0,normal,0,0.63,NARR-713,Preferente,81,2,0,650,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.1434,14,sklearn-random-forest-v1
CLM-00615,POL-20438,CUST-1782,VEH-3006,DRV-1622,PROV-134,vehicles,Incendio,fire,app,Manta,Austro,2009,17,21924,17968,14361,Reserva,74846,486,1,2,1,0,0,58,289,3,2026-05-17T19:23:49.288466+00:00,2026-05-20T19:23:49.288466+00:00,0,1,0,0,Perito,1,0,frontal,0,0.36,NARR-714,Retail,66,3,0,640,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0948,9,sklearn-random-forest-v1
CLM-00616,POL-20455,CUST-1795,VEH-3035,DRV-1645,PROV-145,vehicles,Otros danos,other,broker,Loja,Sierra Centro,2018,8,8986,10223,7202,Liquidado,26449,529,1,2,0,0,0,484,544,2,2025-12-02T19:23:49.288466+00:00,2025-12-04T19:23:49.288466+00:00,0,1,0,0,Taller,2,0,frontal,0,0.61,NARR-715,Pyme,89,5,0,828,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0114,1,sklearn-random-forest-v1
CLM-00617,POL-20472,CUST-400,VEH-704,DRV-301,PROV-24,vehicles,Robo parcial,theft,web,Ambato,Sierra Centro,2005,21,2261,1019,0,Reserva,3946,1036,5,5,2,2,0,33,233,3,2026-04-16T19:23:49.288466+00:00,2026-04-19T19:23:49.288466+00:00,1,0,1,0,Perito,4,0,multiple,0,0.74,NARR-4,Pyme,1,2,0,581,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9497,95,sklearn-random-forest-v1
CLM-00618,POL-20489,CUST-1821,VEH-3093,DRV-1691,PROV-167,vehicles,Otros danos,other,app,Manta,Costa,2022,4,1465,1289,910,Reserva,4186,696,0,0,1,0,1,687,623,1,2025-12-11T19:23:49.288466+00:00,2025-12-12T19:23:49.288466+00:00,0,1,0,0,Clinica,2,0,multiple,0,0.06,NARR-717,Preferente,26,4,0,836,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.1097,11,sklearn-random-forest-v1
CLM-00619,POL-20506,CUST-402,VEH-706,DRV-303,PROV-20,vehicles,Atencion medica,injury,callcenter,Loja,Austro,2005,21,35882,20470,0,Reserva,103621,875,4,5,1,1,0,11,46,5,2025-12-01T19:23:49.288466+00:00,2025-12-06T19:23:49.288466+00:00,0,0,1,0,Taller,8,0,volcadura,0,0.86,NARR-0,Pyme,6,2,0,548,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9838,98,sklearn-random-forest-v1
CLM-00620,POL-20523,CUST-403,VEH-707,DRV-304,PROV-21,vehicles,Responsabilidad Civil,collision,callcenter,Guayaquil,Costa,2003,23,31502,14759,0,Reserva,90628,852,5,6,1,3,5,29,271,6,2026-05-22T19:23:49.288466+00:00,2026-05-28T19:23:49.288466+00:00,1,1,0,0,Perito,9,0,multiple,1,0.75,NARR-1,Pyme,9,2,0,587,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.985,98,sklearn-random-forest-v1
CLM-00621,POL-20540,CUST-1860,VEH-3180,DRV-1760,PROV-120,vehicles,Otros danos,other,broker,Cuenca,Norte,2022,4,17269,19715,14814,Pago Parcial,28393,595,2,2,1,0,1,496,188,0,2025-12-30T19:23:49.288466+00:00,2025-12-30T19:23:49.288466+00:00,0,1,0,0,Taller,1,0,multiple,0,0.45,NARR-720,Pyme,38,3,0,637,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0119,1,sklearn-random-forest-v1
CLM-00622,POL-20557,CUST-405,VEH-700,DRV-301,PROV-23,vehicles,Responsabilidad Civil,collision,broker,Ambato,Norte,2005,21,2977,1603,0,Reserva,4442,412,5,6,3,1,5,33,719,11,2026-04-26T19:23:49.288466+00:00,2026-05-07T19:23:49.288466+00:00,1,1,0,0,Taller,8,0,frontal,1,0.97,NARR-3,Retail,1,2,1,543,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9513,95,sklearn-random-forest-v1
CLM-00623,POL-20574,CUST-1886,VEH-2038,DRV-1806,PROV-142,vehicles,Responsabilidad Civil,collision,app,Cuenca,Norte,2007,19,3411,4512,3063,Liquidado,6866,920,0,1,0,0,0,470,185,2,2025-12-26T19:23:49.288466+00:00,2025-12-28T19:23:49.288466+00:00,0,1,0,0,Clinica,1,0,frontal,0,0.47,NARR-722,Retail,18,5,0,659,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0336,3,sklearn-random-forest-v1
CLM-00624,POL-20591,CUST-400,VEH-702,DRV-303,PROV-25,vehicles,Atencion medica,injury,web,Manta,Costa,2009,17,36525,20892,0,Reserva,74819,481,5,5,1,1,0,13,684,10,2025-11-29T19:23:49.288466+00:00,2025-12-09T19:23:49.288466+00:00,1,1,0,1,Clinica,7,0,volcadura,0,0.76,NARR-5,Pyme,1,1,0,459,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9786,98,sklearn-random-forest-v1
CLM-00625,POL-20608,CUST-1012,VEH-2096,DRV-1852,PROV-164,vehicles,Incendio,fire,app,Guayaquil,Sierra Centro,2013,13,12965,11242,11571,Reserva,28967,1013,0,0,0,0,1,785,286,3,2026-04-21T19:23:49.288466+00:00,2026-04-24T19:23:49.288466+00:00,0,1,0,0,Taller,0,0,posterior,0,0.29,NARR-724,Retail,19,3,0,725,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0755,8,sklearn-random-forest-v1
CLM-00626,POL-20625,CUST-402,VEH-704,DRV-300,PROV-21,vehicles,Robo total,theft,web,Ambato,Sierra Centro,2006,20,26840,12392,0,Reserva,66745,786,5,5,4,2,0,28,118,4,2026-02-04T19:23:49.288466+00:00,2026-02-08T19:23:49.288466+00:00,0,1,0,1,Asegurado,4,0,multiple,0,0.96,NARR-1,Pyme,12,1,0,562,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9869,99,sklearn-random-forest-v1
CLM-00627,POL-20642,CUST-1038,VEH-2154,DRV-1898,PROV-106,vehicles,Incendio,fire,web,Manta,Norte,2019,7,8183,7771,5881,Pago Parcial,15164,562,0,2,0,0,1,48,186,3,2026-03-28T19:23:49.288466+00:00,2026-03-31T19:23:49.288466+00:00,0,1,0,0,Clinica,2,0,frontal,0,0.27,NARR-726,Retail,23,3,0,698,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0097,1,sklearn-random-forest-v1
CLM-00628,POL-20659,CUST-404,VEH-706,DRV-302,PROV-23,vehicles,Choque,collision,broker,Guayaquil,Sierra Centro,2004,22,14132,7273,0,Reserva,48438,609,3,3,1,2,0,45,489,2,2026-01-05T19:23:49.288466+00:00,2026-01-07T19:23:49.288466+00:00,1,1,0,0,Taller,9,0,volcadura,1,0.9,NARR-3,Preferente,3,2,0,454,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9683,97,sklearn-random-forest-v1
CLM-00629,POL-20676,CUST-1064,VEH-2212,DRV-1044,PROV-128,vehicles,Otros danos,other,app,Quito,Sierra Centro,2009,17,3326,3221,2750,Pago Parcial,8869,431,1,1,0,1,1,262,320,1,2026-04-19T19:23:49.288466+00:00,2026-04-20T19:23:49.288466+00:00,0,1,0,0,Asegurado,2,0,normal,0,0.11,NARR-728,Pyme,24,3,0,797,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0092,1,sklearn-random-forest-v1
CLM-00630,POL-20693,CUST-1077,VEH-2241,DRV-1067,PROV-139,vehicles,Otros danos,other,broker,Guayaquil,Costa,2006,20,1505,1485,0,Reserva,1520,763,1,1,1,1,0,220,11,0,2026-02-04T19:23:49.288466+00:00,2026-02-04T19:23:49.288466+00:00,0,1,0,1,Clinica,2,1,illogical,0,0.48,NARR-729,Pyme,74,3,0,711,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9174,92,sklearn-random-forest-v1
CLM-00631,POL-20710,CUST-400,VEH-700,DRV-300,PROV-20,vehicles,Dano propio,collision,web,Ambato,Norte,2000,26,5451,2345,0,Reserva,5505,1047,2,6,1,3,0,30,9,4,2026-01-07T19:23:49.288466+00:00,2026-01-11T19:23:49.288466+00:00,1,0,1,1,Clinica,9,1,illogical,0,0.87,NARR-0,Retail,12,1,0,517,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9692,97,sklearn-random-forest-v1
